OrderAt Date,customer Name,outletType,Producer,Product,Category Group,Quantity, Unit Price ,shippingStatus,Delivery Agent,state,country,currency,salesChannel,sales price,sales price usd,order category,,ng,
7/5/2021 17:04,Mummy Muris,Kiosk,Chi Nigeria Limited,Hollandia Evap. Milk,Breakfast & Snacks ,1," 3,200 ",cancelled,Tayo Fasakin,Lagos,NG,NGN,Telesales," 3,200 ",7.960199005,low end,,,
7/5/2021 17:04,Iya Dada Store,Supermarket,Hayat Kimya Nigeria Limited,Molfix Jumbo,Baby,1," 13,030 ",delivered,Funmilayo Isaac Agoi,Lagos,NG,NGN,Telesales," 13,030 ",32.41293532,low end,,,
7/5/2021 17:07,Romo Store,Convenience Store,Flour Mills of Nigeria,Golden Penny Spaghetti,Food,200," 5,250 ",delivered,Habeeb Umar,FCT,NG,NGN,Field Sales," 1,050,000 ",2611.940299,mid end,,,
7/5/2021 17:08,Fabby Stores,Kiosk,Hayat Kimya Nigeria Limited,Molfix Jumbo,Baby,1," 13,030 ",delivered,"Adeleye 	 Dayo",Lagos,NG,NGN,Telesales," 13,030 ",32.41293532,low end,,,
7/5/2021 17:26,Double Crown Store,Supermarket,Chi Nigeria Limited,Hollandia Evap. Milk,Breakfast & Snacks ,2," 3,200 ",delivered,Omojola Festus  Odunayo,Lagos,NG,NGN,Telesales," 6,400 ",15.92039801,low end,,,
7/5/2021 17:27,Raphy Store,Kiosk,Extreme Manufacturing Nig Ltd,So Easy,Home Care,1," 2,600 ",cancelled,Oyelade Sodiq  Adeshola,Lagos,NG,NGN,Telesales," 2,600 ",6.467661692,low end,,,
7/5/2021 17:27,Raphy Store,Kiosk,PZ Cussons Nigeria Plc,Premier Toilet Bar Soap,Personal Care,1," 5,240 ",cancelled,Oyelade Sodiq  Adeshola,Lagos,NG,NGN,Telesales," 5,240 ",13.03482587,low end,,,
7/5/2021 17:29,Gozie Stores,Convenience Store,Chi Nigeria Limited,Hollandia Evap. Milk,Breakfast & Snacks ,3," 3,200 ",delivered,Samuel Shola,Lagos,NG,NGN,Telesales," 9,600 ",23.88059701,low end,,,
7/5/2021 17:32,Iya Damilola,Kiosk,Unilever Nigeria Plc,Sunlight Washing Powder,Home Care,15," 4,200 ",delivered,Amehzi Ishike,Lagos,NG,NGN,Field Sales," 63,000 ",156.7164179,low end,,,
7/5/2021 17:35,Mummy Wisdom Store,Kiosk,Chi Nigeria Limited,Hollandia Evap. Milk,Breakfast & Snacks ,2," 3,200 ",delivered,Deji  Ibironke,Lagos,NG,NGN,Telesales," 6,400 ",15.92039801,low end,,,
7/5/2021 17:39,Alatishe Store,Supermarket,Arla Foods,Dano Cool Cow,Breakfast & Snacks ,1," 9,900 ",delivered,Amehzi Ishike,Lagos,NG,NGN,Field Sales," 9,900 ",24.62686567,low end,,,
7/5/2021 17:39,Alatishe Store,Supermarket,Hayat Kimya Nigeria Limited,Molfix Twin,Baby,2," 7,430 ",delivered,Amehzi Ishike,Lagos,NG,NGN,Field Sales," 14,860 ",36.96517413,low end,,,
7/5/2021 17:39,Alatishe Store,Supermarket,Unilever Nigeria Plc,Sunlight Washing Powder,Home Care,3," 4,200 ",delivered,Amehzi Ishike,Lagos,NG,NGN,Field Sales," 12,600 ",31.34328358,low end,,,
7/5/2021 17:41,Brothers Tuck Shop,Kiosk,Unilever SA,Surf Detergent  ,Home Care,1, 47 ,delivered,Nomfundo Sibongile,Gauteng,ZA,ZAR,Mobile App, 47 ,3.220108696,low end,,,
7/5/2021 17:41,Brothers Tuck Shop,Kiosk,Unilever SA,Sunlight Laundry Detergent  ,Home Care,2, 39 ,delivered,Nomfundo Sibongile,Gauteng,ZA,ZAR,Mobile App, 78 ,5.297554348,low end,,,
7/5/2021 17:41,Brothers Tuck Shop,Kiosk,Unilever SA,Sunlight Laundry Detergent  ,Home Care,1, 47 ,delivered,Nomfundo Sibongile,Gauteng,ZA,ZAR,Mobile App, 47 ,3.22486413,low end,,,
7/5/2021 17:41,Brothers Tuck Shop,Kiosk,Unilever SA,OMO  ,Home Care,1, 51 ,delivered,Nomfundo Sibongile,Gauteng,ZA,ZAR,Mobile App, 51 ,3.47826087,low end,,,
7/5/2021 17:41,Brothers Tuck Shop,Kiosk,Unilever SA,Surf Detergent  ,Home Care,1, 87 ,delivered,Nomfundo Sibongile,Gauteng,ZA,ZAR,Mobile App, 87 ,5.901494565,low end,,,
7/5/2021 17:41,Brothers Tuck Shop,Kiosk,Unilever SA,OMO  ,Home Care,1, 96 ,delivered,Nomfundo Sibongile,Gauteng,ZA,ZAR,Mobile App, 96 ,6.520380435,low end,,,
7/5/2021 17:42,T.S. Merciful Nigeria Ent.,Kiosk,Hayat Kimya Nigeria Limited,Molfix Small,Baby,19," 4,660 ",delivered,Noah   Dsr 1,Ogun,NG,NGN,Field Sales," 88,540 ",220.2487562,low end,,,
7/5/2021 17:47,Funmila Ventures,Convenience Store,Unilever Nigeria Plc,Knorr Seasoning,Food,2," 9,700 ",delivered,"Nnamdi 	 Joshua Ogbonnaya",Lagos,NG,NGN,Telesales," 19,400 ",48.25870647,low end,,,
7/5/2021 17:51,Wunmiogun Enterprises,Supermarket,Flour Mills of Nigeria,Golden Penny Spaghetti,Food,6," 5,000 ",delivered,"Adeleye 	 Dayo",Lagos,NG,NGN,Telesales," 30,000 ",74.62686567,low end,,,
7/5/2021 17:53,Amaka Store,Supermarket,Chi Nigeria Limited,Hollandia Evap. Milk,Breakfast & Snacks ,3," 2,550 ",delivered,Muyiwa Sodiya,Lagos,NG,NGN,Telesales," 7,650 ",19.02985075,low end,,,
7/5/2021 17:59,Mum Daniel Mart,Supermarket,Unilever Nigeria Plc,Close up,Personal Care,20," 14,200 ",delivered,"Adeniyi 	 Rahman",Oyo,NG,NGN,Field Sales," 284,000 ",706.4676617,low end,,,
7/5/2021 18:29,Mum. Faith,Kiosk,Guinness Nigeria Plc,Malta Guinness,Drinks,10," 3,200 ",delivered,Ibrahim Bello,Ogun,NG,NGN,Telesales," 32,000 ",79.60199005,low end,,,
7/5/2021 19:17,Honeywealth Foodmart,Convenience Store,DUFIL Prima foods Plc,Indomie Indomitable Pack,Food,1," 2,800 ",cancelled,Olanrewaju  Dare Emmanuel,Lagos,NG,NGN,Telesales," 2,800 ",6.965174129,low end,,,
7/5/2021 19:17,Honeywealth Foodmart,Convenience Store,DUFIL Prima foods Plc,Indomie Super Pack,Food,1," 3,950 ",cancelled,Olanrewaju  Dare Emmanuel,Lagos,NG,NGN,Telesales," 3,950 ",9.825870647,low end,,,
7/5/2021 19:17,Honeywealth Foodmart,Convenience Store,Unilever Nigeria Plc,Knorr Seasoning,Food,1," 9,700 ",cancelled,Olanrewaju  Dare Emmanuel,Lagos,NG,NGN,Telesales," 9,700 ",24.12935323,low end,,,
7/5/2021 19:18,Angel Store,Kiosk,Unilever Nigeria Plc,Sunlight Washing Powder,Home Care,50," 4,200 ",delivered,"Godswill Chinedu 	 Ezengwa",Lagos,NG,NGN,Field Sales," 210,000 ",522.3880597,low end,,,
7/5/2021 19:19,Benijraat  Store,Supermarket,PZ Cussons Nigeria Plc,Canoe Bar Soap,Home Care,10," 4,200 ",delivered,"Eyipe Francis 	 Adakole",Lagos,NG,NGN,Field Sales," 42,000 ",104.4776119,low end,,,
7/5/2021 19:28,Lead Rose,Convenience Store,Unilever Nigeria Plc,Sunlight Washing Powder,Home Care,40," 4,200 ",delivered,"Godswill Chinedu 	 Ezengwa",Lagos,NG,NGN,Field Sales," 168,000 ",417.9104478,low end,,,
7/5/2021 19:48,Anty Toyin Store,Convenience Store,Unilever Nigeria Plc,Sunlight Washing Powder,Home Care,70," 4,200 ",delivered,Abdulahi Shehu,Lagos,NG,NGN,Field Sales," 294,000 ",731.3432836,low end,,,
7/5/2021 20:06,Tki Store,Kiosk,Unilever Nigeria Plc,Sunlight Washing Powder,Home Care,20," 4,200 ",delivered,"Godswill Chinedu 	 Ezengwa",Lagos,NG,NGN,Field Sales," 84,000 ",208.9552239,low end,,,
7/5/2021 20:17,Fame Store,Kiosk,Arla Foods,Dano Cool Cow,Breakfast & Snacks ,2," 8,800 ",delivered,Razak Shittu,Lagos,NG,NGN,Telesales," 17,600 ",43.78109453,low end,,,
7/5/2021 20:43,Oyinola Stores,Supermarket,Chi Nigeria Limited,Chivita Premium,Drinks,2," 4,800 ",delivered,"Adeleye 	 Dayo",Lagos,NG,NGN,Mobile App," 9,600 ",23.88059701,low end,,,
7/5/2021 20:43,Oyinola Stores,Supermarket,Guinness Nigeria Plc,Orijin Bitters,Wine & Spirits,2," 6,500 ",delivered,"Adeleye 	 Dayo",Lagos,NG,NGN,Mobile App," 13,000 ",32.33830846,low end,,,
7/5/2021 21:39,Iyunade Stores,Supermarket,Chi Nigeria Limited,Hollandia Evap. Milk,Breakfast & Snacks ,3," 3,200 ",delivered,Dayo Oludaisi,Lagos,NG,NGN,Telesales," 9,600 ",23.88059701,low end,,,
7/5/2021 21:46,Iya Gbogbolowo,Supermarket,Chi Nigeria Limited,Hollandia Evap. Milk,Breakfast & Snacks ,1," 2,550 ",delivered,Uche Phillips,Lagos,NG,NGN,Telesales," 2,550 ",6.343283582,low end,,,
7/5/2021 22:42,Moyosore Store,Supermarket,Unilever Nigeria Plc,Sunlight Washing Powder,Home Care,5," 2,200 ",delivered,Oyelade Sodiq  Adeshola,Lagos,NG,NGN,Mobile App," 11,000 ",27.36318408,low end,,,
7/5/2021 22:42,Moyosore Store,Supermarket,Unilever Nigeria Plc,Sunlight Washing Powder,Home Care,5," 4,200 ",delivered,Oyelade Sodiq  Adeshola,Lagos,NG,NGN,Mobile App," 21,000 ",52.23880597,low end,,,
7/6/2021 0:31,Goshen Stores,Convenience Store,Chi Nigeria Limited,Hollandia Evap. Milk,Breakfast & Snacks ,10," 3,400 ",delivered,"Adeleye 	 Dayo",Lagos,NG,NGN,Field Sales," 34,000 ",84.57711443,low end,,,
7/6/2021 7:03,Dzudzukani Tuck Shop.,Convenience Store,Unilever SA,Glen Tea  ,Breakfast & Snacks ,1, 84 ,delivered,Kagiso Katlego,Gauteng,ZA,ZAR,Mobile App, 84 ,5.70923913,low end,,,
7/6/2021 7:12,Nonye Store,Kiosk,Arla Foods,Dano Cool Cow,Breakfast & Snacks ,4," 20,500 ",delivered,"Nnamdi 	 Joshua Ogbonnaya",Lagos,NG,NGN,Field Sales," 82,000 ",203.9800995,low end,,,
7/6/2021 7:16,Onyinelly Nigeria Limited,Convenience Store,Hayat Kimya Nigeria Limited,Molfix Small,Baby,2," 4,660 ",delivered,Olatunji Oladele  Ezekiel,Lagos,NG,NGN,Field Sales," 9,320 ",23.1840796,low end,,,
7/6/2021 7:20,Adissy Stores,Convenience Store,Hayat Kimya Nigeria Limited,Molfix Twin,Baby,5," 7,430 ",delivered,"Nnamdi 	 Joshua Ogbonnaya",Lagos,NG,NGN,Field Sales," 37,150 ",92.41293532,low end,,,
7/6/2021 7:24,Hosanna Tuckshop,Supermarket,Unilever SA,Joko Tea  ,Breakfast & Snacks ,2, 100 ,delivered,Ismael Ishmael,Gauteng,ZA,ZAR,Mobile App, 200 ,13.5625,low end,,,
7/6/2021 7:24,Hosanna Tuckshop,Supermarket,Unilever SA,OMO  ,Home Care,2, 51 ,delivered,Ismael Ishmael,Gauteng,ZA,ZAR,Mobile App, 102 ,6.956521739,low end,,,
7/6/2021 7:24,Hosanna Tuckshop,Supermarket,Unilever SA,Sunlight Dishwashing Liquid  ,Home Care,2, 120 ,delivered,Ismael Ishmael,Gauteng,ZA,ZAR,Mobile App, 240 ,16.29755435,low end,,,
7/6/2021 7:25,Low Price Supermarket,Supermarket,Unilever SA,Sunlight Laundry Detergent  ,Home Care,3, 47 ,delivered,Kagiso Katlego,Gauteng,ZA,ZAR,Mobile App, 142 ,9.674592391,low end,,,
7/6/2021 7:25,Low Price Supermarket,Supermarket,Unilever SA,Shield Deodorant  ,Personal Care,1, 87 ,delivered,Kagiso Katlego,Gauteng,ZA,ZAR,Mobile App, 87 ,5.901494565,low end,,,
7/6/2021 7:25,Low Price Supermarket,Supermarket,Unilever SA,Robertsons Spices  ,Food,1, 60 ,delivered,Kagiso Katlego,Gauteng,ZA,ZAR,Mobile App, 60 ,4.09375,low end,,,
7/6/2021 7:25,Low Price Supermarket,Supermarket,Unilever SA,OMO  ,Home Care,3, 51 ,delivered,Kagiso Katlego,Gauteng,ZA,ZAR,Mobile App, 154 ,10.43478261,low end,,,
7/6/2021 7:35,Lion Supermarket,Convenience Store,Unilever SA,Shield Deodorant  ,Personal Care,1, 87 ,cancelled,Nomfundo Sibongile,Gauteng,ZA,ZAR,Mobile App, 87 ,5.901494565,low end,,,
7/6/2021 7:35,Lion Supermarket,Convenience Store,Unilever SA,Lux  ,Personal Care,1, 51 ,cancelled,Nomfundo Sibongile,Gauteng,ZA,ZAR,Mobile App, 51 ,3.449728261,low end,,,
7/6/2021 7:37,Ya Rona Tuck Shop,Convenience Store,Unilever SA,Knorr Soups  ,Food,1, 38 ,delivered,Ismael Ishmael,Gauteng,ZA,ZAR,Mobile App, 38 ,2.59375,low end,,,
7/6/2021 7:37,Ya Rona Tuck Shop,Convenience Store,Unilever SA,Knorrox Stock Cubes  ,Food,1, 68 ,delivered,Ismael Ishmael,Gauteng,ZA,ZAR,Mobile App, 68 ,4.625,low end,,,
7/6/2021 7:37,Ya Rona Tuck Shop,Convenience Store,Unilever SA,Joko Tea  ,Breakfast & Snacks ,1, 100 ,delivered,Ismael Ishmael,Gauteng,ZA,ZAR,Mobile App, 100 ,6.78125,low end,,,
7/6/2021 7:37,Ya Rona Tuck Shop,Convenience Store,Unilever SA,Knorr Soups  ,Food,1, 38 ,delivered,Ismael Ishmael,Gauteng,ZA,ZAR,Mobile App, 38 ,2.59375,low end,,,
7/6/2021 7:40,Amir Tuck Shop,Kiosk,Unilever SA,Sunlight Laundry Detergent  ,Home Care,2, 38 ,delivered,Ismael Ishmael,Gauteng,ZA,ZAR,Mobile App, 76 ,5.184782609,low end,,,
7/6/2021 7:40,Amir Tuck Shop,Kiosk,Unilever SA,OMO  ,Home Care,2, 51 ,delivered,Ismael Ishmael,Gauteng,ZA,ZAR,Mobile App, 102 ,6.956521739,low end,,,
7/6/2021 7:40,Amir Tuck Shop,Kiosk,Unilever SA,Knorr Soups  ,Food,2, 38 ,delivered,Ismael Ishmael,Gauteng,ZA,ZAR,Mobile App, 76 ,5.1875,low end,,,
7/6/2021 7:40,Amir Tuck Shop,Kiosk,Unilever SA,Knorr Soups  ,Food,1, 118 ,delivered,Ismael Ishmael,Gauteng,ZA,ZAR,Mobile App, 118 ,8.046875,low end,,,
7/6/2021 7:40,Amir Tuck Shop,Kiosk,Unilever SA,Joko Tea  ,Breakfast & Snacks ,1, 93 ,delivered,Ismael Ishmael,Gauteng,ZA,ZAR,Mobile App, 93 ,6.347146739,low end,,,
7/6/2021 7:40,Amir Tuck Shop,Kiosk,Unilever SA,Axe Deodorant  ,Personal Care,1, 144 ,delivered,Ismael Ishmael,Gauteng,ZA,ZAR,Mobile App, 144 ,9.778125,low end,,,
7/6/2021 7:40,Amir Tuck Shop,Kiosk,Unilever SA,Joko Tea  ,Breakfast & Snacks ,1, 100 ,delivered,Ismael Ishmael,Gauteng,ZA,ZAR,Mobile App, 100 ,6.78125,low end,,,
7/6/2021 8:01,Maroon Container,Convenience Store,Unilever SA,OMO  ,Home Care,2, 51 ,cancelled,Ismael Ishmael,Gauteng,ZA,ZAR,Telesales, 102 ,6.956521739,low end,,,
7/6/2021 8:01,Maroon Container,Convenience Store,Unilever SA,Knorr Soups  ,Food,1, 38 ,cancelled,Ismael Ishmael,Gauteng,ZA,ZAR,Telesales, 38 ,2.59375,low end,,,
7/6/2021 8:01,Maroon Container,Convenience Store,Unilever SA,Dawn Body Cream and Lotion  ,Personal Care,1, 57 ,cancelled,Ismael Ishmael,Gauteng,ZA,ZAR,Telesales, 57 ,3.862771739,low end,,,
7/6/2021 8:01,Maroon Container,Convenience Store,Unilever SA,Sunlight Laundry Detergent  ,Home Care,2, 72 ,cancelled,Ismael Ishmael,Gauteng,ZA,ZAR,Telesales, 144 ,9.769021739,low end,,,
7/6/2021 8:01,Maroon Container,Convenience Store,Unilever SA,Robertsons Spices  ,Food,1, 60 ,cancelled,Ismael Ishmael,Gauteng,ZA,ZAR,Telesales, 60 ,4.09375,low end,,,
7/6/2021 8:02,Areshumisa Tuck Shop,Convenience Store,Unilever SA,Sunlight Laundry Detergent  ,Home Care,1, 38 ,delivered,Nomfundo Sibongile,Gauteng,ZA,ZAR,Mobile App, 38 ,2.592391304,low end,,,
7/6/2021 8:02,Areshumisa Tuck Shop,Convenience Store,Unilever SA,Shield Deodorant  ,Personal Care,1, 87 ,delivered,Nomfundo Sibongile,Gauteng,ZA,ZAR,Mobile App, 87 ,5.901494565,low end,,,
7/6/2021 8:03,Mamae  Stores,Convenience Store,DUFIL Prima foods Plc,Indomie Indomitable Pack,Food,10," 2,400 ",delivered,Agbanije Babatunde  Gabriel,Lagos,NG,NGN,Telesales," 24,000 ",59.70149254,low end,,,
7/6/2021 8:10,Abdullahi Stores,Convenience Store,Chi Nigeria Limited,Hollandia Evap. Milk,Breakfast & Snacks ,5," 3,200 ",delivered,Ibrahim Bello,Ogun,NG,NGN,Telesales," 16,000 ",39.80099502,low end,,,
7/6/2021 8:16,The Rock Pub/ Grill/ Car Wash,Convenience Store,Unilever SA,Sunlight Laundry Detergent  ,Home Care,1, 47 ,delivered,Kagiso Katlego,Gauteng,ZA,ZAR,Mobile App, 47 ,3.22486413,low end,,,
7/6/2021 8:16,The Rock Pub/ Grill/ Car Wash,Convenience Store,Unilever SA,Knorr Soups  ,Food,1, 38 ,delivered,Kagiso Katlego,Gauteng,ZA,ZAR,Mobile App, 38 ,2.59375,low end,,,
7/6/2021 8:16,The Rock Pub/ Grill/ Car Wash,Convenience Store,Unilever SA,Dawn Body Cream and Lotion  ,Personal Care,1, 57 ,delivered,Kagiso Katlego,Gauteng,ZA,ZAR,Mobile App, 57 ,3.862771739,low end,,,
7/6/2021 8:19,Sekab Store'S,Kiosk,Chi Nigeria Limited,Hollandia Evap. Milk,Breakfast & Snacks ,5," 3,400 ",delivered,Bukola Omoh,Lagos,NG,NGN,Telesales," 17,000 ",42.28855721,low end,,,
7/6/2021 8:23,Mummy Sofia Store,Convenience Store,Chi Nigeria Limited,Hollandia Evap. Milk,Breakfast & Snacks ,8," 3,200 ",delivered,Joseph Abraham,Ogun,NG,NGN,Telesales," 25,600 ",63.68159204,low end,,,
7/6/2021 8:28,Savemore,Convenience Store,Unilever SA,Vaseline Petroleum Jelly  ,Personal Care,1, 91 ,delivered,Nomfundo Sibongile,Gauteng,ZA,ZAR,Mobile App, 91 ,6.19701087,low end,,,
7/6/2021 8:28,Savemore,Convenience Store,Unilever SA,Surf Detergent  ,Home Care,5, 32 ,delivered,Nomfundo Sibongile,Gauteng,ZA,ZAR,Mobile App, 158 ,10.69972826,low end,,,
7/6/2021 8:28,Savemore,Convenience Store,Unilever SA,Knorrox Stock Cubes  ,Food,1, 69 ,delivered,Nomfundo Sibongile,Gauteng,ZA,ZAR,Mobile App, 69 ,4.71875,low end,,,
7/6/2021 8:29,All Purpose Store,Kiosk,Extreme Manufacturing Nig Ltd,So Easy,Home Care,2," 2,500 ",delivered,"Adeleye 	 Dayo",Lagos,NG,NGN,Telesales," 5,000 ",12.43781095,low end,,,
7/6/2021 8:29,All Purpose Store,Kiosk,Guinness Nigeria Plc,Orijin Bitters,Wine & Spirits,1," 6,500 ",delivered,"Adeleye 	 Dayo",Lagos,NG,NGN,Telesales," 6,500 ",16.16915423,low end,,,
7/6/2021 8:29,Jerry Supermarket,Kiosk,Unilever SA,Joko Tea  ,Breakfast & Snacks ,1, 100 ,delivered,Ismael Ishmael,Gauteng,ZA,ZAR,Mobile App, 100 ,6.78125,low end,,,
7/6/2021 8:29,Jerry Supermarket,Kiosk,Unilever SA,Knorr Soups  ,Food,1, 38 ,delivered,Ismael Ishmael,Gauteng,ZA,ZAR,Mobile App, 38 ,2.59375,low end,,,
7/6/2021 8:30,Tt Liquor Store,Convenience Store,Unilever SA,Sunlight Dishwashing Liquid  ,Home Care,1, 84 ,cancelled,Ismael Ishmael,Gauteng,ZA,ZAR,Mobile App, 84 ,5.68138587,low end,,,
7/6/2021 8:30,Tt Liquor Store,Convenience Store,Unilever SA,Robertsons Rajah Spices  ,Food,1, 94 ,cancelled,Ismael Ishmael,Gauteng,ZA,ZAR,Mobile App, 94 ,6.414402174,low end,,,
7/6/2021 8:34,Mummy Chidibere,Supermarket,Hayat Kimya Nigeria Limited,Molfix Small,Baby,1," 4,660 ",delivered,Funmilayo Isaac Agoi,Lagos,NG,NGN,Telesales," 4,660 ",11.5920398,low end,,,
7/6/2021 8:34,Mummy Chidibere,Supermarket,Unilever Nigeria Plc,Sunlight Washing Powder,Home Care,1," 4,560 ",delivered,Funmilayo Isaac Agoi,Lagos,NG,NGN,Telesales," 4,560 ",11.34328358,low end,,,
7/6/2021 8:48,Melisa Tuck Shop,Kiosk,Unilever SA,Knorr Soups  ,Food,1, 38 ,delivered,Kagiso Katlego,Gauteng,ZA,ZAR,Mobile App, 38 ,2.59375,low end,,,
7/6/2021 8:48,Melisa Tuck Shop,Kiosk,Unilever SA,OMO  ,Home Care,1, 96 ,delivered,Kagiso Katlego,Gauteng,ZA,ZAR,Mobile App, 96 ,6.520380435,low end,,,
7/6/2021 8:48,Melisa Tuck Shop,Kiosk,Unilever SA,Surf Detergent  ,Home Care,1, 47 ,delivered,Kagiso Katlego,Gauteng,ZA,ZAR,Mobile App, 47 ,3.220108696,low end,,,
7/6/2021 8:58,Hossan,Supermarket,Unilever SA,OMO  ,Home Care,1, 96 ,delivered,Nomfundo Sibongile,Gauteng,ZA,ZAR,Telesales, 96 ,6.520380435,low end,,,
7/6/2021 8:58,Hossan,Supermarket,Unilever SA,Sunlight Laundry Detergent  ,Home Care,1, 47 ,delivered,Nomfundo Sibongile,Gauteng,ZA,ZAR,Telesales, 47 ,3.22486413,low end,,,
7/6/2021 8:58,Hossan,Supermarket,Unilever SA,Sunlight Laundry Detergent  ,Home Care,1, 89 ,delivered,Nomfundo Sibongile,Gauteng,ZA,ZAR,Telesales, 89 ,6.070652174,low end,,,
7/6/2021 9:04,Moon Supermarket,Supermarket,Unilever SA,Knorr Soups  ,Food,1, 38 ,delivered,Nomfundo Sibongile,Gauteng,ZA,ZAR,Mobile App, 38 ,2.59375,low end,,,
7/6/2021 9:04,Moon Supermarket,Supermarket,Unilever SA,Shield Deodorant  ,Personal Care,1, 87 ,delivered,Nomfundo Sibongile,Gauteng,ZA,ZAR,Mobile App, 87 ,5.901494565,low end,,,
7/6/2021 9:04,Moon Supermarket,Supermarket,Unilever SA,Knorr Soups  ,Food,1, 38 ,delivered,Nomfundo Sibongile,Gauteng,ZA,ZAR,Mobile App, 38 ,2.59375,low end,,,
7/6/2021 9:07,Discount Tuckshop,Convenience Store,Unilever SA,Sunlight Laundry Detergent  ,Home Care,1, 47 ,delivered,Kagiso Katlego,Gauteng,ZA,ZAR,Mobile App, 47 ,3.22486413,low end,,,
7/6/2021 9:07,Discount Tuckshop,Convenience Store,Unilever SA,Surf Detergent  ,Home Care,1, 47 ,delivered,Kagiso Katlego,Gauteng,ZA,ZAR,Mobile App, 47 ,3.220108696,low end,,,
7/6/2021 9:07,Mabasa'S Tuck Shop,Supermarket,Unilever SA,Dawn Body Cream and Lotion  ,Personal Care,1, 57 ,delivered,Ismael Ishmael,Gauteng,ZA,ZAR,Mobile App, 57 ,3.862771739,low end,,,
7/6/2021 9:07,Mabasa'S Tuck Shop,Supermarket,Unilever SA,Knorr Soups  ,Food,2, 38 ,delivered,Ismael Ishmael,Gauteng,ZA,ZAR,Mobile App, 76 ,5.1875,low end,,,
7/6/2021 9:08,Fredons Super Stores,Kiosk,Unilever Nigeria Plc,Sunlight Washing Powder,Home Care,2," 4,560 ",delivered,Asor Henry,Lagos,NG,NGN,Telesales," 9,120 ",22.68656716,low end,,,
7/6/2021 9:12,Cosmo Mini Market,Supermarket,Unilever SA,Robertsons Spices  ,Food,1, 60 ,delivered,Nomfundo Sibongile,Gauteng,ZA,ZAR,Mobile App, 60 ,4.09375,low end,,,
7/6/2021 9:12,Cosmo Mini Market,Supermarket,Unilever SA,Knorr Soups  ,Food,2, 38 ,delivered,Nomfundo Sibongile,Gauteng,ZA,ZAR,Mobile App, 76 ,5.1875,low end,,,
7/6/2021 9:12,Cosmo Mini Market,Supermarket,Unilever SA,Knorr Soups  ,Food,2, 38 ,delivered,Nomfundo Sibongile,Gauteng,ZA,ZAR,Mobile App, 76 ,5.1875,low end,,,
7/6/2021 9:13,Super B Store,Convenience Store,Chi Nigeria Limited,Hollandia Evap. Milk,Breakfast & Snacks ,1," 3,200 ",cancelled,Saheed  Olugbenga-Rufus,Lagos,NG,NGN,Telesales," 3,200 ",7.960199005,low end,,,
7/6/2021 9:13,Super B Store,Convenience Store,DUFIL Prima foods Plc,Indomie Indomitable Pack,Food,1," 2,400 ",cancelled,Saheed  Olugbenga-Rufus,Lagos,NG,NGN,Telesales," 2,400 ",5.970149254,low end,,,
7/6/2021 9:13,Super B Store,Convenience Store,Extreme Manufacturing Nig Ltd,So Easy,Home Care,1," 2,500 ",cancelled,Saheed  Olugbenga-Rufus,Lagos,NG,NGN,Telesales," 2,500 ",6.218905473,low end,,,
7/6/2021 9:21,Iya Mustapha Store,Supermarket,Chi Nigeria Limited,Hollandia Evap. Milk,Breakfast & Snacks ,1," 3,200 ",delivered,"Ayodeji Lateef 	 Adebowale",Lagos,NG,NGN,Telesales," 3,200 ",7.960199005,low end,,,
7/6/2021 9:21,Iya Mustapha Store,Supermarket,DUFIL Prima foods Plc,Indomie Hungryman,Food,1," 3,700 ",delivered,"Ayodeji Lateef 	 Adebowale",Lagos,NG,NGN,Telesales," 3,700 ",9.2039801,low end,,,
7/6/2021 9:21,Iya Mustapha Store,Supermarket,Extreme Manufacturing Nig Ltd,So Easy,Home Care,1," 2,500 ",delivered,"Ayodeji Lateef 	 Adebowale",Lagos,NG,NGN,Telesales," 2,500 ",6.218905473,low end,,,
7/6/2021 9:24,Omar Tuck Shop,Supermarket,Unilever SA,Joko Tea  ,Breakfast & Snacks ,1, 100 ,delivered,Ismael Ishmael,Gauteng,ZA,ZAR,Mobile App, 100 ,6.78125,low end,,,
7/6/2021 9:24,Omar Tuck Shop,Supermarket,Unilever SA,Sunlight Laundry Detergent  ,Home Care,3, 24 ,delivered,Ismael Ishmael,Gauteng,ZA,ZAR,Mobile App, 72 ,4.889266304,low end,,,
7/6/2021 9:24,Mini Market Tuck Shop,Convenience Store,Unilever SA,OMO  ,Home Care,9, 27 ,delivered,Nomfundo Sibongile,Gauteng,ZA,ZAR,Telesales, 247 ,16.78940217,low end,,,
7/6/2021 9:24,Mini Market Tuck Shop,Convenience Store,Unilever SA,Knorr Soups  ,Food,2, 38 ,delivered,Nomfundo Sibongile,Gauteng,ZA,ZAR,Telesales, 76 ,5.1875,low end,,,
7/6/2021 9:24,Mini Market Tuck Shop,Convenience Store,Unilever SA,Surf Detergent  ,Home Care,9, 20 ,delivered,Nomfundo Sibongile,Gauteng,ZA,ZAR,Telesales, 180 ,12.22214674,low end,,,
7/6/2021 9:24,Mini Market Tuck Shop,Convenience Store,Unilever SA,Robertsons Spices  ,Food,2, 60 ,delivered,Nomfundo Sibongile,Gauteng,ZA,ZAR,Telesales, 121 ,8.1875,low end,,,
7/6/2021 9:24,Mini Market Tuck Shop,Convenience Store,Unilever SA,Knorrox Stock Cubes  ,Food,1, 69 ,delivered,Nomfundo Sibongile,Gauteng,ZA,ZAR,Telesales, 69 ,4.71875,low end,,,
